Seed,T1,D1,Ratio1,T2,D2,Ratio2,H,m,Original_m,Percentage_m,Command
386,95046,83758.157233,0.881238,128803,93290.034877,0.724285,12242209938,2,223852,0.000018,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
387,201326,152910.439422,0.759517,100962,122511.319195,1.213440,10163137806,5,151147,0.000046,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
388,159058,197585.810829,1.242225,225391,181672.735591,0.806034,35850241678,10,384452,0.000031,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
389,268557,302987.385543,1.128205,51712,51855.889682,1.002783,13887619584,1,320276,0.000009,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
390,74087,74430.665515,1.004639,173179,154147.187231,0.890103,12830312573,7,247270,0.000036,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
391,32354,28752.527228,0.888685,297998,233634.988587,0.784015,4820713646,3,165185,0.000030,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
392,139710,107536.657105,0.769713,121652,118696.344457,0.975704,8498000460,2,130684,0.000031,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
393,247416,235403.641224,0.951449,95607,83009.610129,0.868238,7884900504,5,114345,0.000061,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
394,54783,45611.812247,0.832591,219326,166674.843881,0.759941,12015336258,3,274114,0.000018,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
395,163601,166306.348517,1.016536,194631,185885.578700,0.955067,31841826231,6,358235,0.000022,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
396,119946,107459.485080,0.895899,166980,191097.969161,1.144436,3338097180,8,47824,0.000209,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
397,77274,60115.664361,0.777955,291604,302098.335868,1.035988,11266703748,5,184445,0.000038,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
398,185456,233953.142378,1.261502,115861,107722.131845,0.929753,21487117616,7,301321,0.000030,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
399,142726,162933.076561,1.141580,239173,196409.768477,0.821204,34136205598,7,381902,0.000024,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
400,249255,179816.062632,0.721414,62327,63007.614604,1.010920,15535316385,5,311586,0.000022,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
401,56347,67726.909845,1.201961,35760,42982.534768,1.201972,2014968720,1,92110,0.000033,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
402,14682,15920.567033,1.084360,160177,175548.000789,1.095963,2351718714,1,174872,0.000017,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
403,271806,262683.056158,0.966436,283873,280238.883650,0.987198,77158384638,3,555682,0.000009,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
404,80265,68225.857610,0.850008,259211,306239.210968,1.181428,20805570915,9,339481,0.000032,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
405,38264,28006.421308,0.731926,233252,250663.387248,1.074646,2231288632,7,67887,0.000133,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
406,294723,268633.815465,0.911479,206910,199480.262857,0.964092,615971070,4,5070,0.001183,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
407,103473,113357.716815,1.095529,31632,36666.331953,1.159153,1091019312,1,45040,0.000067,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
408,61219,59788.589823,0.976635,155483,116881.847603,0.751734,9518513777,3,216705,0.000023,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
409,166918,142647.621970,0.854597,277499,260712.319123,0.939507,46319578082,4,444420,0.000014,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
410,275169,285741.848001,1.038423,102992,116716.581192,1.133259,28340205648,1,378165,0.000008,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
411,232472,213903.260679,0.920125,76404,55386.986888,0.724923,4440447672,2,77224,0.000052,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
412,190457,152936.074019,0.802995,50651,46505.538597,0.918156,9646837507,3,241113,0.000021,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
413,299246,295380.024502,0.987081,25820,28744.132250,1.113251,3863265860,7,162546,0.000055,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
414,105159,122543.325082,1.165315,297882,208976.840910,0.701542,10441657746,10,134350,0.000089,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
415,212376,222201.755350,1.046266,121796,108745.954208,0.892853,6466636824,7,83546,0.000108,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
416,170706,158635.176052,0.929289,96069,75597.647388,0.786910,5466518238,4,88928,0.000067,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
417,127763,141798.961925,1.109859,219464,214612.081035,0.977892,28039379032,11,347230,0.000037,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
418,84259,108570.227071,1.288530,42550,49674.164188,1.167430,3585220450,1,126813,0.000024,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
419,42231,49519.025002,1.172575,167640,177799.723112,1.060604,2359868280,1,69963,0.000043,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
420,721,544.904207,0.755762,292143,279001.556216,0.955017,210635103,2,293253,0.000014,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
421,108259,133872.385308,1.236594,115889,98169.911573,0.847103,12546027251,7,224151,0.000040,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
422,214232,174691.955900,0.815434,88338,64975.387743,0.735532,9462413208,2,151289,0.000026,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
423,172767,224425.381987,1.299006,213519,198567.459380,0.929976,12296345691,8,128765,0.000078,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
424,279917,246052.889926,0.879021,186381,208973.644745,1.121218,52171210377,7,466301,0.000019,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
425,87259,92573.655080,1.060907,10162,10293.321748,1.012923,886725958,1,97432,0.000031,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
426,45456,56553.802679,1.244144,135305,122660.298925,0.906547,6150424080,8,180765,0.000055,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
427,2906,3269.798096,1.125189,258826,284314.039025,1.098476,376074178,1,130965,0.000023,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
428,111124,112156.022522,1.009287,234233,232402.681144,0.992186,26028907892,7,345361,0.000026,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
429,67520,80200.598642,1.187805,206425,243916.231394,1.181622,2787563200,1,54794,0.000055,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
430,25105,26845.411769,1.069325,180272,139505.215379,0.773860,4525728560,7,205384,0.000044,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
431,282240,352866.408003,1.250235,4032,5100.495996,1.265004,282240,1,160,0.018519,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
432,239846,271507.453195,1.132007,127821,147930.212712,1.157323,30657355566,1,367670,0.000008,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
433,47521,33879.788754,0.712944,251795,188768.349210,0.749691,11965550195,2,299322,0.000013,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
434,6083,5467.817806,0.898869,77575,96527.663411,1.244314,471888725,2,83675,0.000048,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
435,262942,204723.851305,0.778589,50521,42176.716064,0.834835,13284092782,3,313469,0.000016,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
436,70725,89181.015389,1.260955,174436,179250.247851,1.027599,12336986100,1,245165,0.000012,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
437,27869,31796.414554,1.140924,148295,180720.288159,1.218654,4132833355,1,176172,0.000017,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
438,283932,204454.212420,0.720082,270720,299777.892896,1.107336,2135168640,5,15410,0.000454,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
439,93617,112882.446536,1.205790,96530,68012.362551,0.704572,9036849010,7,190150,0.000047,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
440,200065,157014.638960,0.784818,219514,196256.619954,0.894051,43917068410,2,419582,0.000010,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
441,158990,154213.554798,0.969958,44825,35390.916016,0.789535,1425345350,6,40768,0.000196,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
442,115500,132776.993491,1.149584,168088,164585.590283,0.979163,4853541000,5,70900,0.000099,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
443,222495,162409.447115,0.729947,141660,165736.027978,1.169956,2101242780,5,24280,0.000288,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
444,180277,218498.767094,1.212017,115267,122499.558382,1.062746,20779988959,1,295547,0.000010,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
445,288165,229183.122695,0.795319,239802,229190.462444,0.955749,23034181110,2,175992,0.000023,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
446,94070,91481.865130,0.972487,62287,71247.223231,1.143854,5859338090,6,156360,0.000051,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
447,52835,45262.569291,0.856678,37618,39080.188112,1.038869,1987547030,8,90456,0.000111,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
448,160604,166711.063233,1.038026,161107,198417.575727,1.231589,25874428628,1,321714,0.000009,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
449,119364,110264.440055,0.923766,136433,112793.485448,0.826732,16285188612,2,255800,0.000016,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
450,226368,181935.176356,0.803714,110184,112109.492992,1.017475,1039255488,5,14026,0.000499,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
451,32414,41589.807220,1.283082,232501,280429.221850,1.206142,7536287414,1,264925,0.000011,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
452,140709,163889.435681,1.164740,207280,227990.029966,1.099913,29166161520,1,347992,0.000009,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
453,98606,103297.181359,1.047575,181149,179881.527826,0.993003,17862378294,9,279758,0.000039,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
454,56527,69492.232382,1.229364,155616,184553.538376,1.185955,8796505632,1,212148,0.000014,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
455,163243,181016.117887,1.108875,278590,216216.830604,0.776111,45477867370,8,441836,0.000023,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
456,269549,266277.808494,0.987864,251549,318273.373104,1.265254,67804781401,8,521101,0.000019,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
457,229216,269492.800475,1.175715,77643,66975.244440,0.862605,17797017888,7,306864,0.000029,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
458,36975,39093.129397,1.057285,51637,54488.884023,1.055229,1909278075,1,88615,0.000034,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
459,143213,177029.741811,1.236129,24648,23272.422804,0.944191,3529914024,2,167870,0.000024,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
460,99749,111373.583039,1.116538,147437,122967.028692,0.834031,14706693313,9,247189,0.000045,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
461,207500,206810.692979,0.996678,271090,196965.679886,0.726569,5625117500,2,47862,0.000084,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
462,164858,194399.264954,1.179192,95307,87520.007288,0.918296,15712121406,11,260169,0.000050,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
463,121885,129131.790563,1.059456,218707,176973.675267,0.809182,26657102695,6,340595,0.000023,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
464,80213,99789.591431,1.244058,193694,136217.329056,0.703260,15536776822,7,273910,0.000033,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
465,188386,155653.165420,0.826246,168515,151122.277489,0.896788,31745866790,2,356904,0.000011,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
466,146211,147470.677353,1.008615,292169,318376.264961,1.089699,1857318333,1,19064,0.000157,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
467,103793,123526.620747,1.190125,266877,342079.133964,1.281786,27699964461,1,370675,0.000008,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
468,61276,47289.840797,0.771751,240278,282055.027977,1.173870,7361637364,8,150783,0.000066,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
469,168533,210962.189464,1.251756,213992,227948.766967,1.065221,36064713736,1,382528,0.000008,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
470,126674,105863.596552,0.835717,188416,237196.174656,1.258896,11933704192,10,157549,0.000076,../edf_hull --num=2 --period-min=4 --period-max=300000 --num-repeat=1000 -s --eps 1e-9 --relative-dl-var=0.3 --relative-dl-avg=1
